market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
643023,LH,Will Labcorp Holdings (LH) beat quarterly earnings?,1,regex,0.755,YES,7.0,7.0,Labcorp Holdings Earnings,0.9,train,2025-10-23,0.755,284.0,2025-10-27,275.66,resolution-1d,0.88,-3.43,-2.94,2025-10-23 00:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-22,2025-10-28,26,0.06,7384.0,126090.13,5.8561,4.32,4.04,resolution-1d,-216.84,-233.26,-3.159,16.42,7167.16,10.4476
642130,GOOGL,Will Alphabet (GOOGL) beat quarterly earnings?,1,regex,0.88,YES,7.0,7.0,Alphabet Earnings,1.0,train,2025-10-21,0.88,250.46,2025-10-28,267.99,profit_lock_7%,7.86,-2.52,7.0,2025-10-21 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-21,2025-10-29,30,0.06,7513.8,126119.14,5.9577,4.34,4.11,profit_lock_7%,525.9,508.49,6.7674,17.41,8039.7,11.6886
642131,AMZN,Will Amazon.com (AMZN) beat quarterly earnings?,1,regex,0.86,YES,7.0,7.0,Amazon Earnings,1.0,train,2025-10-21,0.86,222.03,2025-10-28,226.47,profit_lock_2%,2.87,-2.48,2.0,2025-10-21 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-21,2025-10-30,34,0.06,7549.02,126110.69,5.986,4.32,4.12,profit_lock_2%,150.96,133.91,1.7739,17.05,7699.98,11.1946
643054,MSFT,Will Microsoft (MSFT) beat quarterly earnings?,1,regex,0.85,YES,7.0,7.0,Microsoft Earnings,1.0,train,2025-10-22,0.85,520.54,2025-10-28,542.07,resolution-1d,2.7,-0.54,4.14,2025-10-22 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-22,2025-10-29,14,0.06,7287.56,125559.22,5.8041,4.22,3.99,resolution-1d,301.42,284.71,3.9069,16.71,7588.98,11.0332
643053,PAG,Will Penske Automotive Group (PAG) beat quarterly earnings?,1,regex,0.69,YES,6.0,6.0,Penske Automotive Group Earnings,0.9,train,2025-10-23,0.69,165.83,2025-10-28,163.04,resolution-1d,1.21,-2.2,-1.68,2025-10-23 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-22,2025-10-29,45,0.06,7462.35,126106.95,5.9175,4.3,4.08,resolution-1d,-125.55,-142.17,-1.9051,16.62,7336.8,10.6666
647811,EBAY,Will eBay (EBAY) beat quarterly earnings?,1,regex,0.855,YES,6.0,6.0,eBay Earnings,1.0,train,2025-10-27,0.855,98.01,2025-10-28,99.58,resolution-1d,0.0,-1.21,1.6,2025-10-27 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-24,2025-10-29,78,0.06,7644.78,128340.61,5.9566,4.41,4.17,resolution-1d,122.46,105.2,1.3761,17.26,7767.24,11.2924
647808,CVS,Will CVS Health (CVS) beat quarterly earnings?,1,regex,0.785,YES,6.0,6.0,CVS Health Earnings,1.0,train,2025-10-27,0.785,82.45,2025-10-28,82.2,resolution-1d,0.0,-1.9,-0.3,2025-10-27 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-24,2025-10-29,93,0.06,7667.85,128332.02,5.975,4.39,4.18,resolution-1d,-23.25,-40.37,-0.5265,17.12,7644.6,11.1141
647510,CMG,Will Chipotle Mexican Grill (CMG) beat quarterly earnings?,1,regex,0.735,YES,7.0,7.0,Chipotle Mexican Grill Earnings,1.0,train,2025-10-27,0.735,41.06,2025-10-28,40.26,resolution-1d,0.0,-2.02,-1.95,2025-10-27 00:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-24,2025-10-29,187,0.06,7678.22,128314.93,5.9839,4.33,4.49,resolution-1d,-149.6,-167.16,-2.177,17.56,7528.62,10.945
613046,XOM,Will Exxon Mobil (XOM) beat quarterly earnings?,1,regex,0.77,YES,6.0,6.0,Exxon Mobil Earnings,1.0,train,2025-09-29,0.77,114.22,2025-10-29,116.45,resolution-1d,2.3,-3.35,1.95,2025-09-29 00:00:00+00:00,2025-10-29 00:00:00+00:00,2025-09-26,2025-10-31,66,0.06,7538.52,127082.05,5.932,4.25,4.12,resolution-1d,147.18,130.21,1.7273,16.97,7685.7,11.1685
648240,CVX,Will Chevron (CVX) beat quarterly earnings?,1,regex,0.705,YES,,0.0,Chevron Earnings,1.0,train,2025-10-28,0.705,154.13,2025-10-30,153.52,resolution-1d,1.31,-0.58,-0.4,2025-10-28 00:00:00+00:00,2025-10-30 00:00:00+00:00,2025-10-25,2025-10-31,49,0.06,7552.37,128157.47,5.893,4.4,4.13,resolution-1d,-29.89,-46.85,-0.6203,16.96,7522.48,11.0528
652657,FTDR,Will Frontdoor (FTDR) beat quarterly earnings?,1,regex,0.845,YES,,0.0,Frontdoor Earnings,0.95,train,2025-10-29,0.845,66.17,2025-10-31,68.82,profit_lock_4%,4.07,-1.78,4.0,2025-10-29 00:00:00+00:00,2025-10-31 00:00:00+00:00,2025-10-28,2025-11-05,212,0.11005911944228938,14028.04,128092.88,10.9515,7.79,7.76,profit_lock_4%,561.8,530.17,3.7794,31.63,14589.84,21.3673
